================================================================================
重复文件审核清单
================================================================================

【第一类】目录内重复文件（标准版 + 带前缀版并存，可删除带前缀版）
--------------------------------------------------------------------------------
共 28541 个目录，29414 个重复文件

序号     目录名                                      重复文件
12488  X1000_三聚忏悔经疏注                            三聚忏悔经疏注_原文.md
12489  X12396_佛教四自在研究_9                         佛教四自在研究_原文.md
12490  X13142_佛教逻辑学_11                          佛教逻辑学_原文.md
12491  X12703_佛教环境心理学_10                        佛教环境心理学_原文.md
12492  X2065_佛教语言_5                             佛教语言_原文.md
12493  X4040_佛教因缘观研究_1                          佛教因缘观研究_原文.md
12494  X857_四念处注                                四念处注_原文.md
12495  X3806_佛教东亚经典_1                           佛教东亚经典_原文.md
12496  X5135_佛教四无碍辩研究_3                         佛教四无碍辩研究_原文.md
12497  X25038_佛教四安乐行研究_34                       佛教四安乐行研究_原文.md
12498  X19396_佛教四无量心研究_23                       佛教四无量心研究_原文.md
12499  X11503_佛教密宗论书_8                          佛教密宗论书_原文.md
12500  X7927_佛教高僧传_1                            佛教高僧传_原文.md
12501  X25681_佛教密宗修行_36                         佛教密宗修行_原文.md
12502  X13804_佛教四圣谛研究_12                        佛教四圣谛研究_原文.md
12503  X10623_佛教比较学_6                           佛教比较学_原文.md
12504  X21441_佛教四无碍解研究_27                       佛教四无碍解研究_原文.md
12505  X10714_佛教涅槃研究_6                          佛教涅槃研究_原文.md
12506  X5224_佛教感应录_4                            佛教感应录_原文.md
12507  X17904_佛教四究竟研究_20                        佛教四究竟研究_原文.md
12508  X23147_佛教密宗手印_31                         佛教密宗手印_原文.md
12509  X7321_佛教南传戒律_8                           佛教南传戒律_原文.md
12510  X21878_佛教四无畏研究_28                        佛教四无畏研究_原文.md
12511  X2200_阿含经选_6                             阿含经选_原文.md
12512  X27922_佛教轮回研究_40                         佛教轮回研究_原文.md
12513  X16498_佛教音乐_18                           佛教音乐_原文.md
12514  X8807_佛教四禅定研究_2                          佛教四禅定研究_原文.md
12515  X2244_佛教语言_6                             佛教语言_原文.md
12516  X26825_佛教计量学_38                          佛教计量学_原文.md
12517  X15290_佛教十回向研究_15                        佛教十回向研究_原文.md
12518  X17552_佛教密宗谱_20                          佛教密宗谱_原文.md
12519  X14583_佛教藏传经典_14                         佛教藏传经典_原文.md
12520  X1231_佛教密宗延寿                             佛教密宗延寿_原文.md
12521  X1573_佛教净土往生传_2                          佛教净土往生传_原文.md
12522  X4315_佛教中亚经典_2                           佛教中亚经典_原文.md
12523  X23677_佛教密宗力_32                          佛教密宗力_原文.md
12524  X10559_佛教西域经典_6                          佛教西域经典_原文.md
12525  X16406_佛教十遍处研究_17                        佛教十遍处研究_原文.md
12526  X3520_佛教四神足研究                            佛教四神足研究_原文.md
12527  X14752_佛教超越心理学_14                        佛教超越心理学_原文.md
12528  X24001_佛教因缘观研究_32                        佛教因缘观研究_原文.md
12529  X12686_佛教神经科学_10                         佛教神经科学_原文.md
12530  X6927_佛教神经网络_7                           佛教神经网络_原文.md
12531  X14871_佛教四无畏研究_14                        佛教四无畏研究_原文.md
12532  X5372_佛教非暴力_4                            佛教非暴力_原文.md
12533  X5105_佛教通明禅研究_3                          佛教通明禅研究_原文.md
12534  X24170_佛教密宗增益_33                         佛教密宗增益_原文.md
12535  X27663_佛教女众传_40                          佛教女众传_原文.md
12536  X3156_禅宗语录                               禅宗语录_原文.md
12537  X18036_佛教诗歌_21                           佛教诗歌_原文.md
12538  X103_瑜伽续总集                               瑜伽续总集_原文.md
12539  X18188_佛教解构主义_21                         佛教解构主义_原文.md
12540  X19089_佛教净土仪轨_23                         佛教净土仪轨_原文.md
12541  X955_四分律比丘尼钞注                            四分律比丘尼钞注_原文.md
12542  X2756_戒律论书_9                             戒律论书_原文.md
12543  X840_苯教传承祈请心髓                            苯教传承祈请心髓_原文.md
12544  X4157_阿含经选_2                             阿含经选_原文.md
12545  X11740_佛教缘觉研究_8                          佛教缘觉研究_原文.md
12546  X7860_佛教十遍处研究                            佛教十遍处研究_原文.md
12547  X27864_佛教神经计算_40                         佛教神经计算_原文.md
12548  X1622_佛教藏传戒律_2                           佛教藏传戒律_原文.md
12549  X27834_佛教信息学_40                          佛教信息学_原文.md
12550  X19762_佛教去中心化_24                         佛教去中心化_原文.md
12551  X17252_佛教临床心理学_19                        佛教临床心理学_原文.md
12552  X21193_佛教越南经典_27                         佛教越南经典_原文.md
12553  X14746_佛教创伤心理学_14                        佛教创伤心理学_原文.md
12554  X24837_佛教心理测量_34                         佛教心理测量_原文.md
12555  X26193_佛教密宗息灾_37                         佛教密宗息灾_原文.md
12556  X20679_佛教西域经典_26                         佛教西域经典_原文.md
12557  X21503_佛教四成就研究_27                        佛教四成就研究_原文.md
12558  X17909_佛教四无碍研究_20                        佛教四无碍研究_原文.md
12559  X14825_佛教五力研究_14                         佛教五力研究_原文.md
12560  X14427_佛教四空定研究_13                        佛教四空定研究_原文.md
12561  X8116_佛教语义网络_1                           佛教语义网络_原文.md
12562  X1970_佛教南传戒律_4                           佛教南传戒律_原文.md
12563  X9783_佛教四梵住研究_4                          佛教四梵住研究_原文.md
